2,2,2,2
-0.499867,-0.263858,0.34529,0
0.297052,-0.442957,0.222306,0
2,2,2,2
-0.0245459,0.457367,-0.0382991,0
0.306897,0.013392,0.0799818,0
2,2,2,2
-0.120897,0.0768892,0.276963,0
-0.07644,0.272916,-0.102396,0
2,2,2,2
0.464313,-0.292529,0.467259,0
0.225653,-0.451069,-0.118313,0
2,2,2,2
0.0468357,0.167999,-0.449007,0
-0.457015,-0.0431031,-0.433067,0
3,3,3,3
0.388519,-0.161383,-0.357476,0
-0.104128,-0.0727555,0.197576,0
-0.345893,-0.428686,0.0677784,0
3,3,3,3
-0.293306,0.398545,0.34934,0
0.358165,-0.326753,0.256558,0
-0.0313846,-0.480144,0.212676,0
3,3,3,3
0.155906,0.319162,0.164044,0
0.0823983,-0.132549,0.249211,0
0.48557,-0.0246654,0.44804,0
3,3,3,3
-0.293281,-0.174292,-0.318183,0
0.29665,-0.202553,-0.307624,0
-0.238995,0.215009,-0.351078,0
3,3,3,3
-0.249472,0.123837,0.325517,0
-0.0337917,0.0629424,-0.127875,0
-0.199352,0.485321,-0.217439,0
4,4,4,4
-0.402942,-0.24584,0.161565,0
0.430641,-0.215678,0.103411,0
0.0324265,-0.00852654,-0.305537,0
-0.152419,0.298402,0.247777,0
4,4,4,4
0.251648,0.439739,-0.299207,0
0.224657,-0.196017,-0.450624,0
0.360244,-0.377327,0.271752,0
0.339804,0.0903228,0.0552961,0
4,4,4,4
0.481708,0.0625592,0.432486,0
-0.201428,-0.396651,0.491562,0
-0.310892,-0.157559,-0.0973888,0
0.186046,-0.119729,-0.284488,0
4,4,4,4
-0.376949,-0.388943,0.0274357,0
0.112064,0.451603,0.0939538,0
0.0808077,0.135657,-0.00919775,0
0.413449,-0.167164,0.475332,0
4,4,4,4
0.458739,0.0209944,-0.147168,0
-0.445111,0.0240257,-0.20029,0
-0.271751,-0.323979,-0.120915,0
-0.221335,0.0295462,-0.417242,0
5,5,5,5
0.445328,-0.379019,-0.179487,0
0.360878,0.284521,-0.0625359,0
-0.0409801,0.247742,-0.202712,0
0.0226369,0.459176,0.371896,0
0.45727,0.34255,0.243135,0
5,5,5,5
0.375489,-0.160162,0.156353,0
-0.171483,-0.11746,-0.144588,0
-0.0828692,0.216904,-0.488903,0
0.00232467,0.0706871,0.0386704,0
-0.0668151,0.0381613,0.377484,0
5,5,5,5
-0.475028,0.197715,0.00150876,0
0.3578,-0.449909,0.379559,0
0.254663,0.122892,0.445305,0
0.24411,-0.250137,-0.0578065,0
0.446068,0.0639137,0.198361,0
5,5,5,5
0.0643971,0.321796,0.42926,0
-0.420878,0.298491,-0.259092,0
0.43302,-0.229998,0.4222,0
-0.0827629,0.00453316,0.188824,0
-0.430427,-0.19403,-0.0638651,0
5,5,5,5
0.363985,0.490418,0.463264,0
0.0835911,-0.0848111,-0.41958,0
0.121508,0.183215,0.291008,0
-0.0367433,0.455931,-0.163442,0
0.0242072,-0.150119,-0.0495783,0
6,6,6,6
-0.272608,0.277849,-0.189762,0
-0.332577,0.381847,-0.303909,0
0.194551,-0.178428,0.165039,0
-0.190459,-0.0487064,0.392232,0
0.239527,-0.263489,-0.462204,0
-0.269609,-0.310245,-0.281911,0
6,6,6,6
-0.217399,0.178778,-0.272691,0
-0.113452,0.206102,-0.0463087,0
-0.310756,0.131529,-0.398962,0
-0.346897,-0.294543,-0.391821,0
-0.339511,-0.155586,0.0716485,0
0.195967,-0.380865,-0.197932,0
6,6,6,6
0.0623132,0.298465,0.302733,0
0.0268754,-0.305172,-0.0227359,0
-0.122084,0.136568,0.301896,0
-0.0293307,0.0380963,0.28497,0
0.489081,-0.0184275,0.289496,0
-0.44232,-0.0665875,-0.135691,0
6,6,6,6
0.0935648,-0.456997,0.255105,0
-0.448725,0.273846,-0.47554,0
-0.394722,-0.0999512,0.119853,0
0.367304,0.286648,-0.3137,0
-0.361491,0.413356,0.26818,0
0.309188,-0.469147,0.0412529,0
6,6,6,6
0.371856,-0.212456,0.259406,0
-0.171102,0.294176,0.215282,0
0.243259,0.457731,0.0788381,0
0.0313362,-0.333148,-0.225006,0
0.32422,0.172767,-0.298064,0
0.44665,-0.153759,-0.22102,0
7,7,7,7
0.0521413,0.339318,-0.0891644,0
0.41369,-0.117707,-0.294629,0
0.163439,-0.0836641,-0.142458,0
-0.284054,-0.103292,-0.027702,0
0.412959,-0.391183,0.383711,0
0.0294608,0.147801,0.0877207,0
0.321803,-0.458376,0.0671461,0
7,7,7,7
0.312034,0.354414,-0.359729,0
0.0392625,-0.114734,-0.326596,0
-0.0943648,0.0106839,-0.435083,0
-0.432021,0.0247995,-0.194179,0
0.433794,-0.220185,0.345119,0
0.422349,0.41208,-0.168589,0
-0.480198,0.306726,0.149309,0
7,7,7,7
-0.15022,0.246637,0.224837,0
-0.172432,-0.0623174,-0.368816,0
0.30409,-0.163117,0.499136,0
-0.0219612,-0.102042,-0.0206234,0
0.383164,-0.166061,0.00746206,0
0.414856,0.477151,0.470931,0
-0.0581974,-0.124318,-0.40845,0
7,7,7,7
-0.0856363,-0.289464,-0.0151016,0
0.186826,-0.0141371,0.397882,0
0.20488,0.414747,-0.348162,0
0.438754,0.134928,-0.259986,0
0.419837,0.198687,0.333529,0
-0.375129,0.202816,-0.277044,0
-0.270909,-0.160834,-0.131846,0
7,7,7,7
-0.108659,-0.237322,0.329377,0
-0.153167,-0.278737,0.259938,0
-0.229757,0.481769,0.0940981,0
-0.492423,-0.153147,0.0666872,0
-0.188245,0.166744,0.463992,0
0.308889,0.490225,0.208035,0
0.439831,0.237923,-0.227601,0
8,8,8,8
-0.19292,-0.411913,-0.024186,0
-0.493648,0.255081,0.149211,0
-0.216945,-0.187757,0.37205,0
0.0487612,-0.470426,-0.455764,0
-0.0304521,0.192043,-0.339635,0
-0.238871,0.290898,0.126463,0
0.457819,-0.443324,0.0487957,0
0.108631,-0.237895,-0.303874,0
8,8,8,8
0.24643,-0.246894,0.453975,0
-0.0496112,0.184563,-0.0458228,0
-0.144417,-0.210349,-0.337176,0
0.0881073,-0.181105,0.162602,0
-0.152212,-0.234281,0.434058,0
0.216615,-0.356631,0.101922,0
0.0064681,-0.290631,0.358368,0
