2,2,2,2
-0.373589,0.0877259,0.408848,0
-0.495097,-0.0904605,-0.369131,0
2,2,2,2
-0.0245459,0.457367,-0.0382991,0
0.306897,0.013392,0.0799818,0
2,2,2,2
0.136069,-0.0810061,-0.469589,0
-0.37856,-0.457835,0.173416,0
2,2,2,2
0.0244566,0.0424592,-0.388008,0
-0.246266,0.0120206,0.0304165,0
2,2,2,2
0.260201,0.202238,0.0158167,0
-0.167996,0.490784,-0.394272,0
3,3,3,3
-0.414353,-0.025838,-0.258867,0
0.220975,-0.0720746,-0.357463,0
0.122438,-0.185327,0.216048,0
3,3,3,3
0.0913307,-0.00440245,0.00806106,0
0.482173,-0.125214,-0.468154,0
-0.25805,-0.0455156,0.0185766,0
3,3,3,3
0.118341,-0.0447443,-0.0176219,0
-0.171551,-0.249544,-0.0856425,0
-0.392725,0.475322,-0.269795,0
3,3,3,3
0.134617,-0.48854,0.10125,0
-0.293306,0.398545,0.34934,0
0.358165,-0.326753,0.256558,0
3,3,3,3
0.112246,-0.488897,0.10917,0
-0.175429,-0.437471,0.424786,0
0.376486,-0.391704,-0.371821,0
4,4,4,4
-0.0220438,-0.489884,-0.485057,0
-0.353016,-0.135305,-0.073981,0
-0.398697,0.102402,0.0695537,0
-0.010548,-0.280862,-0.44835,0
4,4,4,4
0.435344,-0.180266,0.268443,0
-0.282828,-0.493034,-0.41797,0
0.18143,0.294929,-0.128133,0
0.471186,0.227835,0.229981,0
4,4,4,4
-0.0337917,0.0629424,-0.127875,0
-0.199352,0.485321,-0.217439,0
0.498025,0.307421,-0.175588,0
-0.0996731,-0.206153,0.181299,0
4,4,4,4
0.344898,-0.290927,0.387731,0
-0.402942,-0.24584,0.161565,0
0.430641,-0.215678,0.103411,0
0.0324265,-0.00852654,-0.305537,0
4,4,4,4
-0.392191,0.441382,0.314133,0
-0.363554,-0.251614,0.125434,0
0.16904,0.0580804,0.156643,0
-0.296093,-0.441563,-0.342758,0
5,5,5,5
-0.471824,0.0552745,-0.000956842,0
-0.0816431,-0.175921,0.29494,0
0.0622984,0.0486474,-0.383465,0
0.104991,-0.417383,0.0470459,0
-0.299311,0.472419,-0.0598662,0
5,5,5,5
-0.398165,0.0468855,0.00379996,0
-0.133998,-0.0978413,-0.419565,0
0.378518,-0.24736,-0.385817,0
-0.425061,-0.000759369,0.237277,0
-0.077641,0.0883183,0.365093,0
5,5,5,5
0.112064,0.451603,0.0939538,0
0.0808077,0.135657,-0.00919775,0
0.413449,-0.167164,0.475332,0
-0.0975288,-0.165723,-0.304301,0
-0.394571,0.447743,0.221414,0
5,5,5,5
-0.356245,-0.403404,-0.0177302,0
0.00796556,-0.122906,0.315967,0
0.458739,0.0209944,-0.147168,0
-0.445111,0.0240257,-0.20029,0
-0.271751,-0.323979,-0.120915,0
5,5,5,5
-0.0677747,-0.089043,0.454329,0
-0.0863639,0.481474,0.140186,0
0.113052,0.0568264,0.0821327,0
0.40412,0.0378595,0.303954,0
-0.443001,0.489148,0.102841,0
6,6,6,6
-0.0931529,0.37982,-0.373065,0
-0.107922,0.158997,0.26816,0
-0.0380519,0.462268,0.344318,0
-0.0522253,0.24915,0.459846,0
-0.367179,-0.185487,-0.473241,0
0.233552,0.304862,-0.182418,0
6,6,6,6
0.399276,-0.375485,0.223524,0
-0.22642,-0.447828,0.348928,0
0.428142,-0.223558,-0.343691,0
-0.422349,-0.418623,0.202998,0
-0.205851,0.261763,0.457281,0
-0.481677,0.450318,-0.498154,0
6,6,6,6
0.446068,0.0639137,0.198361,0
-0.138707,-0.254288,0.18351,0
0.257465,0.212857,0.48129,0
0.0372736,0.457724,-0.0296589,0
-0.477021,-0.28973,-0.491785,0
-0.427992,-0.258433,-0.477578,0
6,6,6,6
0.0643971,0.321796,0.42926,0
-0.420878,0.298491,-0.259092,0
0.43302,-0.229998,0.4222,0
-0.0827629,0.00453316,0.188824,0
-0.430427,-0.19403,-0.0638651,0
-0.380107,-0.454005,-0.453671,0
6,6,6,6
-0.198963,0.0293862,-0.106657,0
0.42181,0.36713,0.346578,0
-0.0622698,0.431962,-0.012503,0
-0.13776,-0.336666,-0.343764,0
0.363985,0.490418,0.463264,0
0.0835911,-0.0848111,-0.41958,0
7,7,7,7
-0.364093,-0.316608,-0.227674,0
0.481739,-0.419672,-0.422063,0
0.379873,-0.479873,-0.226312,0
0.371998,0.173116,-0.444315,0
0.398367,0.358188,0.062452,0
-0.369238,0.221288,0.190916,0
-0.272608,0.277849,-0.189762,0
7,7,7,7
-0.164975,0.270287,-0.28805,0
-0.259113,0.0951245,-0.242463,0
-0.0819803,0.156441,0.311825,0
-0.155086,0.465312,-0.499316,0
-0.00689065,0.188804,0.227302,0
0.263881,0.0485794,0.473674,0
0.0364018,-0.195767,-0.255768,0
7,7,7,7
-0.148041,-0.128624,0.218961,0
0.074026,0.155389,-0.371355,0
-0.368977,-0.401447,-0.118789,0
-0.48272,-0.0793165,-0.0721792,0
-0.116541,0.294562,-0.304359,0
-0.363554,-0.245807,-0.273527,0
-0.171811,0.376478,0.469933,0
7,7,7,7
-0.44232,-0.0665875,-0.135691,0
0.439814,-0.0506117,0.368764,0
-0.18973,0.215473,0.446999,0
-0.285617,-0.371311,0.380139,0
0.00102076,0.155836,0.131957,0
-0.197653,0.0442585,-0.147011,0
0.188666,-0.0902816,-0.363633,0
7,7,7,7
0.0935648,-0.456997,0.255105,0
-0.448725,0.273846,-0.47554,0
-0.394722,-0.0999512,0.119853,0
0.367304,0.286648,-0.3137,0
-0.361491,0.413356,0.26818,0
0.309188,-0.469147,0.0412529,0
0.336828,0.0659393,0.241025,0
8,8,8,8
0.296743,0.36791,0.459558,0
-0.208227,0.326431,0.321083,0
0.44255,-0.0664426,0.299124,0
0.371856,-0.212456,0.259406,0
-0.171102,0.294176,0.215282,0
0.243259,0.457731,0.0788381,0
0.0313362,-0.333148,-0.225006,0
0.32422,0.172767,-0.298064,0
8,8,8,8
-0.141108,0.396451,0.145235,0
-0.0281937,0.149268,-0.247852,0
0.347322,0.445466,-0.0573035,0
-0.100021,-0.0534764,0.222106,0
-0.0632559,-0.141478,0.174276,0
0.0521413,0.339318,-0.0891644,0
0.41369,-0.117707,-0.294629,0
0.163439,-0.0836641,-0.142458,0
8,8,8,8
-0.12328,0.041019,0.406339,0
0.341818,-0.0634398,-0.233051,0
0.117203,-0.162232,0.364205,0
0.196713,0.155906,0.317996,0
-0.435087,0.497205,-0.471419,0
-0.133108,-0.139349,-0.0343133,0
0.297197,-0.00211588,0.438446,0
-0.0459873,0.0919437,0.29744,0
8,8,8,8
0.0560697,0.362694,-0.203784,0
0.00141213,-0.266398,-0.355545,0
0.36265,0.0514352,0.470879,0
0.0643257,0.121951,-0.365964,0
0.238387,-0.435934,0.261274,0
0.238083,0.453979,0.0301865,0
0.343851,0.106042,0.252328,0
-0.115596,0.170688,-0.244986,0
8,8,8,8
0.173878,0.36119,-0.472673,0
-0.213637,0.408305,0.384616,0
0.241958,-0.408034,0.177132,0
0.057079,0.326576,-0.233388,0
0.449824,0.1954,0.0817962,0
-0.251168,-0.378626,0.431768,0
-0.276428,0.0799969,-0.491445,0
0.287919,0.0497598,0.313434,0
9,9,9,9
0.438754,0.134928,-0.259986,0
0.419837,0.198687,0.333529,0
-0.375129,0.202816,-0.277044,0
-0.270909,-0.160834,-0.131846,0
0.0620821,0.413784,0.469285,0
0.280361,0.0326469,-0.303163,0
-0.265891,0.164953,0.368761,0
-0.234739,-0.258347,-0.0392088,0
0.0174739,-0.315693,0.145859,0
9,9,9,9
-0.108659,-0.237322,0.329377,0
-0.153167,-0.278737,0.259938,0
-0.229757,0.481769,0.0940981,0
-0.492423,-0.153147,0.0666872,0
-0.188245,0.166744,0.463992,0
0.308889,0.490225,0.208035,0
0.439831,0.237923,-0.227601,0
-0.288316,0.269886,-0.0232592,0
0.082705,0.0225552,0.0856561,0
9,9,9,9
-0.312902,0.0612875,0.0592041,0
0.0437228,-0.150403,0.169488,0
-0.408092,0.193803,0.254763,0
-0.19292,-0.411913,-0.024186,0
-0.493648,0.255081,0.149211,0
-0.216945,-0.187757,0.37205,0
0.0487612,-0.470426,-0.455764,0
-0.0304521,0.192043,-0.339635,0
-0.238871,0.290898,0.126463,0
9,9,9,9
0.146901,-0.0332552,0.080532,0
-0.49915,-0.213487,-0.0807765,0
0.39011,-0.413733,0.396491,0
-0.175624,0.29491,-0.443293,0
-0.424004,-0.242884,-0.152181,0
0.286313,0.0646499,-0.428564,0
0.132844,-0.28698,-0.266376,0
0.02315,0.0816045,-0.47384,0
0.174812,0.0726424,-0.0998999,0
9,9,9,9
0.456641,-0.235836,0.296395,0
-0.482145,-0.406323,-0.0744615,0
-0.474179,0.466462,-0.170047,0
0.0238294,-0.499441,-0.105579,0
-0.458313,0.126523,0.479105,0
0.317264,0.254105,-0.259704,0
0.157216,0.337228,-0.208893,0
0.136225,-0.460706,-0.0919673,0
0.305732,0.440934,-0.224429,0
10,10,10,10
0.492477,0.0602697,-0.0478147,0
0.378719,0.135447,0.455428,0
0.374562,0.263062,0.285839,0
0.089384,0.276874,0.419394,0
-0.237663,-0.40048,0.138302,0
0.441566,0.408053,0.154855,0
-0.355644,-0.304414,-0.286666,0
0.00361958,-0.165675,-0.496221,0
0.0135927,0.452865,0.306185,0
0.0510527,0.0430898,0.210462,0
10,10,10,10
-0.197765,0.156006,-0.00608057,0
-0.196209,0.309689,-0.0494688,0
-0.422423,0.342893,0.00571369,0
0.0299382,0.171637,-0.294203,0
0.321882,-0.124974,-0.445275,0
0.26966,0.179778,-0.475213,0
0.100492,-0.0258466,-0.403616,0
0.429583,0.00749142,-0.0916527,0
-0.407618,0.164522,0.125871,0
-0.486163,0.0630435,-0.427847,0
10,10,10,10
-0.135808,0.480075,-0.375838,0
0.284875,-0.100063,0.23369,0
-0.371176,-0.351607,-0.454144,0
0.201525,0.0304914,0.468628,0
0.233559,0.41775,0.118638,0
-0.0473493,0.200855,-0.238353,0
-0.0048565,0.376764,0.273399,0
0.0152469,0.254461,-0.27207,0
0.325875,-0.0105788,0.202386,0
-0.493887,0.235427,-0.184931,0
10,10,10,10
-0.146605,0.0020683,-0.238058,0
-0.0382895,0.467893,-0.122768,0
-0.362935,0.146719,-0.0861809,0
-0.442942,0.465558,-0.374248,0
0.00971933,0.352789,0.328285,0
0.490006,-0.476205,0.420676,0
0.299316,-0.401253,0.132974,0
-0.1102,-0.135208,-0.446167,0
0.277397,0.208971,0.169143,0
-0.220071,0.259262,0.408421,0
10,10,10,10
-0.408253,0.497056,0.0160273,0
0.37,-0.40517,0.303284,0
0.3016,-0.00241709,0.37599,0
0.261903,-0.188297,0.294205,0
-0.289395,0.138333,-0.037033,0
-0.412963,0.337025,0.374795,0
0.18171,-0.00671369,0.162996,0
0.480628,-0.0903678,0.189013,0
-0.25523,0.344309,-0.206624,0
0.271665,-0.12195,0.383018,0
11,11,11,11
0.46502,-0.413666,-0.477897,0
-0.0163194,-0.280836,-0.00536929,0
-0.241618,0.124171,-0.0543436,0
-0.353513,-0.488373,-0.0921906,0
-0.447865,-0.2661,-0.337402,0
0.287802,0.0943415,-0.402934,0
-0.107321,0.248878,-0.110761,0
0.433007,-0.449254,0.391065,0
-0.365864,-0.0789127,-0.285332,0
0.427968,-0.148953,-0.458908,0
0.131084,0.124516,-0.264372,0
11,11,11,11
-0.10957,0.45898,0.0753667,0
-0.311398,0.335999,0.138367,0
-0.460621,0.345134,-0.330996,0
-0.0429887,0.488745,0.337359,0
-0.0010194,-0.132975,0.0899221,0
0.320799,-0.327223,0.360111,0
0.391117,-0.492394,0.327471,0
-0.197743,-0.465409,-0.128655,0
-0.299959,-0.407479,-0.499893,0
0.290298,0.0321133,-0.271337,0
-0.365022,0.0710925,-0.148209,0
11,11,11,11
-0.48402,0.0674883,0.275802,0
0.411349,-0.453602,0.311442,0
0.410503,0.330479,0.363068,0
0.0803991,0.268402,0.0270582,0
-0.232117,-0.18407,0.330097,0
-0.0545315,0.488735,0.171018,0
0.294831,0.231507,-0.0599818,0
-0.114065,-0.0857694,0.473838,0
-0.199575,-0.258204,0.364661,0
-0.150898,-0.140981,-0.466121,0
-0.0955959,0.31893,0.252197,0
11,11,11,11
0.336193,0.402198,-0.256832,0
0.432649,-0.46648,-0.121971,0
0.0382194,0.353659,-0.0481438,0
-0.152849,0.0683163,0.192175,0
-0.11758,-0.161599,-0.00162948,0
-0.386732,0.199097,0.229899,0
-0.0908133,-0.29982,-0.0816464,0
-0.231551,0.324342,0.219668,0
-0.0364903,-0.292988,-0.256905,0
0.189485,-0.323362,0.261836,0
-0.324686,0.00736704,-0.182178,0
11,11,11,11
-0.0715578,0.327976,0.287434,0
-0.0893355,-0.461648,0.0827697,0
